dataset,variable,origin,predecessor,method_oid,method_description,sas_producer,r_validation_producer,actual_xpt_variable_present,define_item_present,forward_tfl_consumers,traceability_status
ADLB,USUBJID,Collected,SDTM.DM.USUBJID.,,,04_analysis_datasets/programs/sas/A_adlb_generation.sas,04_analysis_datasets/programs/r/v_adlb_validation.R,YES,YES,F-13-1; F-17-1; T-21,DOCUMENTED
ADLB,SUBJID,Collected,SDTM.DM.SUBJID.,,,04_analysis_datasets/programs/sas/A_adlb_generation.sas,04_analysis_datasets/programs/r/v_adlb_validation.R,YES,YES,F-13-1; F-17-1; T-21,DOCUMENTED
ADLB,TRT01P,Assigned,Randomized/planned treatment assignment from SDTM.DM.ARM and config/study_config.yaml treatment map.,,,04_analysis_datasets/programs/sas/A_adlb_generation.sas,04_analysis_datasets/programs/r/v_adlb_validation.R,YES,YES,F-13-1; F-17-1; T-21,DOCUMENTED
ADLB,TRTSDT,Collected,Treatment start date inherited from ADSL.TRTSDT unless defined directly for ADSL.,,,04_analysis_datasets/programs/sas/A_adlb_generation.sas,04_analysis_datasets/programs/r/v_adlb_validation.R,YES,YES,F-13-1; F-17-1; T-21,DOCUMENTED
ADLB,PARAMCD,Collected,Analysis parameter code from dataset-specific parameter derivation and source test/category.,,,04_analysis_datasets/programs/sas/A_adlb_generation.sas,04_analysis_datasets/programs/r/v_adlb_validation.R,YES,YES,F-13-1; F-17-1; T-21,DOCUMENTED
ADLB,PARAM,Collected,Analysis parameter label from dataset-specific parameter derivation and source test/category.,,,04_analysis_datasets/programs/sas/A_adlb_generation.sas,04_analysis_datasets/programs/r/v_adlb_validation.R,YES,YES,F-13-1; F-17-1; T-21,DOCUMENTED
ADLB,PARAMN,Collected,Numeric parameter ordering from dataset-specific parameter map.,,,04_analysis_datasets/programs/sas/A_adlb_generation.sas,04_analysis_datasets/programs/r/v_adlb_validation.R,YES,YES,F-13-1; F-17-1; T-21,DOCUMENTED
ADLB,PARCAT1,Collected,Analysis parameter category from dataset-specific parameter map.,,,04_analysis_datasets/programs/sas/A_adlb_generation.sas,04_analysis_datasets/programs/r/v_adlb_validation.R,YES,YES,F-13-1; F-17-1; T-21,DOCUMENTED
ADLB,AVAL,Derived,Numeric lab analysis value from SDTM.LB.LBSTRESN.,MT.ADLB_AVAL,Numeric laboratory analysis value derived from SDTM.LB.LBSTRESN after parameter-specific unit standardization.,04_analysis_datasets/programs/sas/A_adlb_generation.sas,04_analysis_datasets/programs/r/v_adlb_validation.R,YES,YES,F-13-1; F-17-1; T-21,DOCUMENTED
ADLB,AVALC,Derived,Character lab analysis value from SDTM.LB.LBSTRESC.,MT.ADLB_AVALC,Character laboratory analysis value derived from SDTM.LB.LBSTRESC.,04_analysis_datasets/programs/sas/A_adlb_generation.sas,04_analysis_datasets/programs/r/v_adlb_validation.R,YES,YES,F-13-1; F-17-1; T-21,DOCUMENTED
ADLB,LBNRLO,Collected,"SDTM.LB plus ADSL treatment, baseline, and subject-level attributes.",,,04_analysis_datasets/programs/sas/A_adlb_generation.sas,04_analysis_datasets/programs/r/v_adlb_validation.R,YES,YES,F-13-1; F-17-1; T-21,DOCUMENTED
ADLB,LBNRHI,Collected,"SDTM.LB plus ADSL treatment, baseline, and subject-level attributes.",,,04_analysis_datasets/programs/sas/A_adlb_generation.sas,04_analysis_datasets/programs/r/v_adlb_validation.R,YES,YES,F-13-1; F-17-1; T-21,DOCUMENTED
ADLB,LBNRIND,Collected,"SDTM.LB plus ADSL treatment, baseline, and subject-level attributes.",,,04_analysis_datasets/programs/sas/A_adlb_generation.sas,04_analysis_datasets/programs/r/v_adlb_validation.R,YES,YES,F-13-1; F-17-1; T-21,DOCUMENTED
ADLB,AVISIT,Collected,Analysis visit derived from source visit/date and dataset-specific visit window rules.,,,04_analysis_datasets/programs/sas/A_adlb_generation.sas,04_analysis_datasets/programs/r/v_adlb_validation.R,YES,YES,F-13-1; F-17-1; T-21,DOCUMENTED
ADLB,AVISITN,Collected,Numeric analysis visit derived from AVISIT and dataset-specific visit ordering.,,,04_analysis_datasets/programs/sas/A_adlb_generation.sas,04_analysis_datasets/programs/r/v_adlb_validation.R,YES,YES,F-13-1; F-17-1; T-21,DOCUMENTED
ADLB,AWDIST,Collected,"SDTM.LB plus ADSL treatment, baseline, and subject-level attributes.",,,04_analysis_datasets/programs/sas/A_adlb_generation.sas,04_analysis_datasets/programs/r/v_adlb_validation.R,YES,YES,F-13-1; F-17-1; T-21,DOCUMENTED
ADLB,ATOXGR,Derived,"Analysis toxicity grade derived from SDTM.LB result, normal range, and grading rules.",MT.ADLB_ATOXGR,"Analysis toxicity grade derived from laboratory result, normal range, and grading rules.",04_analysis_datasets/programs/sas/A_adlb_generation.sas,04_analysis_datasets/programs/r/v_adlb_validation.R,YES,YES,F-13-1; F-17-1; T-21,DOCUMENTED
ADLB,BASE,Derived,Baseline numeric value selected from pre-treatment ADLB.AVAL records.,MT.ADLB_BASE,Baseline numeric value selected from the latest eligible pre-treatment ADLB.AVAL record.,04_analysis_datasets/programs/sas/A_adlb_generation.sas,04_analysis_datasets/programs/r/v_adlb_validation.R,YES,YES,F-13-1; F-17-1; T-21,DOCUMENTED
ADLB,BASEC,Derived,Baseline character value selected from pre-treatment ADLB.AVALC records.,MT.ADLB_BASEC,Baseline character value selected from the latest eligible pre-treatment ADLB.AVALC record.,04_analysis_datasets/programs/sas/A_adlb_generation.sas,04_analysis_datasets/programs/r/v_adlb_validation.R,YES,YES,F-13-1; F-17-1; T-21,DOCUMENTED
ADLB,BTOXGR,Collected,Baseline toxicity grade selected from pre-treatment records.,,,04_analysis_datasets/programs/sas/A_adlb_generation.sas,04_analysis_datasets/programs/r/v_adlb_validation.R,YES,YES,F-13-1; F-17-1; T-21,DOCUMENTED
ADLB,CHG,Derived,Change from baseline derived as ADLB.AVAL minus ADLB.BASE.,MT.ADLB_CHG,Change from baseline calculated as ADLB.AVAL minus ADLB.BASE.,04_analysis_datasets/programs/sas/A_adlb_generation.sas,04_analysis_datasets/programs/r/v_adlb_validation.R,YES,YES,F-13-1; F-17-1; T-21,DOCUMENTED
ADLB,PCHG,Derived,Percent change from baseline derived as ADLB.CHG divided by ADLB.BASE.,MT.ADLB_PCHG,Percent change from baseline calculated as 100 times ADLB.CHG divided by ADLB.BASE.,04_analysis_datasets/programs/sas/A_adlb_generation.sas,04_analysis_datasets/programs/r/v_adlb_validation.R,YES,YES,F-13-1; F-17-1; T-21,DOCUMENTED
ADLB,ANL01FL,Collected,Analysis inclusion flag derived from dataset-specific record-selection rules.,,,04_analysis_datasets/programs/sas/A_adlb_generation.sas,04_analysis_datasets/programs/r/v_adlb_validation.R,YES,YES,F-13-1; F-17-1; T-21,DOCUMENTED
ADLB,BASEFL,Derived,Baseline flag derived from pre-treatment record-selection rules.,MT.ADLB_BASEFL,Baseline flag set on the selected eligible pre-treatment laboratory record.,04_analysis_datasets/programs/sas/A_adlb_generation.sas,04_analysis_datasets/programs/r/v_adlb_validation.R,YES,YES,F-13-1; F-17-1; T-21,DOCUMENTED
ADLB,LBDY,Collected,"SDTM.LB plus ADSL treatment, baseline, and subject-level attributes.",,,04_analysis_datasets/programs/sas/A_adlb_generation.sas,04_analysis_datasets/programs/r/v_adlb_validation.R,YES,YES,F-13-1; F-17-1; T-21,DOCUMENTED
ADLB,ADT,Derived,Analysis date from SDTM.LB.LBDTC.,MT.ADLB_ADT,Analysis date derived from SDTM.LB.LBDTC.,04_analysis_datasets/programs/sas/A_adlb_generation.sas,04_analysis_datasets/programs/r/v_adlb_validation.R,YES,YES,F-13-1; F-17-1; T-21,DOCUMENTED
ADRS,STUDYID,Protocol,Protocol identifier from config/study_config.yaml and SDTM study domain records.,,,04_analysis_datasets/programs/sas/A_adrs_generation.sas,04_analysis_datasets/programs/r/v_adrs_validation.R,YES,YES,T-11 response analyses,DOCUMENTED
ADRS,USUBJID,Collected,SDTM.DM.USUBJID.,,,04_analysis_datasets/programs/sas/A_adrs_generation.sas,04_analysis_datasets/programs/r/v_adrs_validation.R,YES,YES,T-11 response analyses,DOCUMENTED
ADRS,SUBJID,Collected,SDTM.DM.SUBJID.,,,04_analysis_datasets/programs/sas/A_adrs_generation.sas,04_analysis_datasets/programs/r/v_adrs_validation.R,YES,YES,T-11 response analyses,DOCUMENTED
ADRS,TRT01P,Assigned,Randomized/planned treatment assignment from SDTM.DM.ARM and config/study_config.yaml treatment map.,,,04_analysis_datasets/programs/sas/A_adrs_generation.sas,04_analysis_datasets/programs/r/v_adrs_validation.R,YES,YES,T-11 response analyses,DOCUMENTED
ADRS,TRTSDT,Collected,Treatment start date inherited from ADSL.TRTSDT unless defined directly for ADSL.,,,04_analysis_datasets/programs/sas/A_adrs_generation.sas,04_analysis_datasets/programs/r/v_adrs_validation.R,YES,YES,T-11 response analyses,DOCUMENTED
ADRS,PARAMCD,Collected,Analysis parameter code from dataset-specific parameter derivation and source test/category.,,,04_analysis_datasets/programs/sas/A_adrs_generation.sas,04_analysis_datasets/programs/r/v_adrs_validation.R,YES,YES,T-11 response analyses,DOCUMENTED
ADRS,PARAM,Collected,Analysis parameter label from dataset-specific parameter derivation and source test/category.,,,04_analysis_datasets/programs/sas/A_adrs_generation.sas,04_analysis_datasets/programs/r/v_adrs_validation.R,YES,YES,T-11 response analyses,DOCUMENTED
ADRS,AVALC,Derived,Character response result from response source assessments and response derivation rules.,MT.ADRS_AVALC,Character response result derived from response source assessments and response derivation rules.,04_analysis_datasets/programs/sas/A_adrs_generation.sas,04_analysis_datasets/programs/r/v_adrs_validation.R,YES,YES,T-11 response analyses,DOCUMENTED
ADRS,ADT,Collected,Analysis date derived from the source assessment date.,,,04_analysis_datasets/programs/sas/A_adrs_generation.sas,04_analysis_datasets/programs/r/v_adrs_validation.R,YES,YES,T-11 response analyses,DOCUMENTED
ADRS,ADY,Collected,Analysis relative day derived from ADT and ADSL.TRTSDT.,,,04_analysis_datasets/programs/sas/A_adrs_generation.sas,04_analysis_datasets/programs/r/v_adrs_validation.R,YES,YES,T-11 response analyses,DOCUMENTED
ADRS,AVISIT,Collected,Analysis visit derived from source visit/date and dataset-specific visit window rules.,,,04_analysis_datasets/programs/sas/A_adrs_generation.sas,04_analysis_datasets/programs/r/v_adrs_validation.R,YES,YES,T-11 response analyses,DOCUMENTED
ADRS,ANL01FL,Collected,Analysis inclusion flag derived from dataset-specific record-selection rules.,,,04_analysis_datasets/programs/sas/A_adrs_generation.sas,04_analysis_datasets/programs/r/v_adrs_validation.R,YES,YES,T-11 response analyses,DOCUMENTED
ADRS,AVAL,Derived,Numeric response category from ADRS.AVALC response ordering map.,MT.ADRS_AVAL,Numeric response category derived from ADRS.AVALC response ordering.,04_analysis_datasets/programs/sas/A_adrs_generation.sas,04_analysis_datasets/programs/r/v_adrs_validation.R,YES,YES,T-11 response analyses,DOCUMENTED
ADTTE,STUDYID,Protocol,Protocol identifier from config/study_config.yaml and SDTM study domain records.,,,04_analysis_datasets/programs/sas/A_adtte_generation.sas,04_analysis_datasets/programs/r/v_adtte_validation.R,YES,YES,F-11-1; F-11-2; F-12-1; T-11 survival analyses,DOCUMENTED
ADTTE,USUBJID,Collected,SDTM.DM.USUBJID.,,,04_analysis_datasets/programs/sas/A_adtte_generation.sas,04_analysis_datasets/programs/r/v_adtte_validation.R,YES,YES,F-11-1; F-11-2; F-12-1; T-11 survival analyses,DOCUMENTED
ADTTE,SUBJID,Collected,SDTM.DM.SUBJID.,,,04_analysis_datasets/programs/sas/A_adtte_generation.sas,04_analysis_datasets/programs/r/v_adtte_validation.R,YES,YES,F-11-1; F-11-2; F-12-1; T-11 survival analyses,DOCUMENTED
ADTTE,SITEID,Collected,SDTM.DM.SITEID.,,,04_analysis_datasets/programs/sas/A_adtte_generation.sas,04_analysis_datasets/programs/r/v_adtte_validation.R,YES,YES,F-11-1; F-11-2; F-12-1; T-11 survival analyses,DOCUMENTED
ADTTE,TRT01P,Assigned,Randomized/planned treatment assignment from SDTM.DM.ARM and config/study_config.yaml treatment map.,,,04_analysis_datasets/programs/sas/A_adtte_generation.sas,04_analysis_datasets/programs/r/v_adtte_validation.R,YES,YES,F-11-1; F-11-2; F-12-1; T-11 survival analyses,DOCUMENTED
ADTTE,TRT01PN,Assigned,Numeric planned treatment assignment from config/study_config.yaml treatment map.,,,04_analysis_datasets/programs/sas/A_adtte_generation.sas,04_analysis_datasets/programs/r/v_adtte_validation.R,YES,YES,F-11-1; F-11-2; F-12-1; T-11 survival analyses,DOCUMENTED
ADTTE,ITTFL,Derived,Inherited from ADSL.ITTFL.,MT.ADTTE_ITTFL,Intent-to-treat flag inherited from ADSL.ITTFL.,04_analysis_datasets/programs/sas/A_adtte_generation.sas,04_analysis_datasets/programs/r/v_adtte_validation.R,YES,YES,F-11-1; F-11-2; F-12-1; T-11 survival analyses,DOCUMENTED
ADTTE,SAFFL,Derived,Inherited from ADSL.SAFFL.,MT.ADTTE_SAFFL,Safety population flag inherited from ADSL.SAFFL.,04_analysis_datasets/programs/sas/A_adtte_generation.sas,04_analysis_datasets/programs/r/v_adtte_validation.R,YES,YES,F-11-1; F-11-2; F-12-1; T-11 survival analyses,DOCUMENTED
ADTTE,PARAMCD,Collected,Analysis parameter code from dataset-specific parameter derivation and source test/category.,,,04_analysis_datasets/programs/sas/A_adtte_generation.sas,04_analysis_datasets/programs/r/v_adtte_validation.R,YES,YES,F-11-1; F-11-2; F-12-1; T-11 survival analyses,DOCUMENTED
ADTTE,PARAM,Collected,Analysis parameter label from dataset-specific parameter derivation and source test/category.,,,04_analysis_datasets/programs/sas/A_adtte_generation.sas,04_analysis_datasets/programs/r/v_adtte_validation.R,YES,YES,F-11-1; F-11-2; F-12-1; T-11 survival analyses,DOCUMENTED
ADTTE,PARAMN,Derived,Numeric parameter ordering from ADTTE.PARAMCD.,MT.ADTTE_PARAMN,Numeric ADTTE parameter ordering derived from ADTTE.PARAMCD.,04_analysis_datasets/programs/sas/A_adtte_generation.sas,04_analysis_datasets/programs/r/v_adtte_validation.R,YES,YES,F-11-1; F-11-2; F-12-1; T-11 survival analyses,DOCUMENTED
ADTTE,PARCAT1,Derived,Time-to-event category from ADTTE.PARAMCD.,MT.ADTTE_PARCAT1,Time-to-event parameter category derived from ADTTE.PARAMCD.,04_analysis_datasets/programs/sas/A_adtte_generation.sas,04_analysis_datasets/programs/r/v_adtte_validation.R,YES,YES,F-11-1; F-11-2; F-12-1; T-11 survival analyses,DOCUMENTED
ADTTE,STARTDT,Collected,"ADSL subject-level attributes plus SDTM.DS, SDTM.RS/LS, SDTM.AE, and death/progression source dates by PARAMCD.",,,04_analysis_datasets/programs/sas/A_adtte_generation.sas,04_analysis_datasets/programs/r/v_adtte_validation.R,YES,YES,F-11-1; F-11-2; F-12-1; T-11 survival analyses,DOCUMENTED
ADTTE,ADT,Collected,Analysis date derived from the source assessment date.,,,04_analysis_datasets/programs/sas/A_adtte_generation.sas,04_analysis_datasets/programs/r/v_adtte_validation.R,YES,YES,F-11-1; F-11-2; F-12-1; T-11 survival analyses,DOCUMENTED
ADTTE,CNSR,Derived,Censoring indicator derived from event/censor source dates by ADTTE.PARAMCD.,MT.CNSR_TTE,"Censoring indicator, set to 0 if the event occurred, or 1 if censored.",04_analysis_datasets/programs/sas/A_adtte_generation.sas,04_analysis_datasets/programs/r/v_adtte_validation.R,YES,YES,F-11-1; F-11-2; F-12-1; T-11 survival analyses,DOCUMENTED
ADTTE,EVNTDESC,Collected,"ADSL subject-level attributes plus SDTM.DS, SDTM.RS/LS, SDTM.AE, and death/progression source dates by PARAMCD.",,,04_analysis_datasets/programs/sas/A_adtte_generation.sas,04_analysis_datasets/programs/r/v_adtte_validation.R,YES,YES,F-11-1; F-11-2; F-12-1; T-11 survival analyses,DOCUMENTED
ADTTE,CNSDTDSC,Collected,"ADSL subject-level attributes plus SDTM.DS, SDTM.RS/LS, SDTM.AE, and death/progression source dates by PARAMCD.",,,04_analysis_datasets/programs/sas/A_adtte_generation.sas,04_analysis_datasets/programs/r/v_adtte_validation.R,YES,YES,F-11-1; F-11-2; F-12-1; T-11 survival analyses,DOCUMENTED
ADTTE,AVAL,Derived,"Time-to-event duration derived from ADTTE.STARTDT, ADTTE.ADT, and ADTTE.AVALU.",MT.AVAL_TTE,"Time-to-event duration in days, calculated as: ADT - STARTDT + 1.",04_analysis_datasets/programs/sas/A_adtte_generation.sas,04_analysis_datasets/programs/r/v_adtte_validation.R,YES,YES,F-11-1; F-11-2; F-12-1; T-11 survival analyses,DOCUMENTED
ADTTE,AVALU,Derived,Time-to-event unit assigned by ADTTE parameter derivation.,MT.ADTTE_AVALU,Time-to-event unit assigned by ADTTE parameter derivation.,04_analysis_datasets/programs/sas/A_adtte_generation.sas,04_analysis_datasets/programs/r/v_adtte_validation.R,YES,YES,F-11-1; F-11-2; F-12-1; T-11 survival analyses,DOCUMENTED
ADEX,PARAMN,Derived,Numeric parameter ordering from ADEX.PARAMCD.,MT.ADEX_PARAMN,Numeric ADEX parameter ordering derived from ADEX.PARAMCD.,04_analysis_datasets/programs/sas/A_adex_generation.sas,04_analysis_datasets/programs/r/v_adex_validation.R,YES,YES,F-14-1; F-17-1,DOCUMENTED
ADEX,AVISITN,Derived,Numeric analysis visit derived from ADEX.AVISIT and SDTM.EX sequence/date.,MT.ADEX_AVISITN,Numeric ADEX analysis visit derived from ADEX.AVISIT and SDTM.EX date or sequence ordering.,04_analysis_datasets/programs/sas/A_adex_generation.sas,04_analysis_datasets/programs/r/v_adex_validation.R,YES,YES,F-14-1; F-17-1,DOCUMENTED
